Sl_no,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
554.0,Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1130000,1497 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1647 mm,3998 mm,1765 mm,SUV,5.0,,,14.8 km/litre,,1320 kg,6,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2519 mm,205/50R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1705 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,11:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
555.0,Ford,Ecosport,1.5L Tdci Ambiente,841000,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1261 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/65R15,195/65R15,Electric Power,All Windows,,Remote,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2519 mm,195/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,1690 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16:1,"Rake, Reach",,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
556.0,Ford,Ecosport,1.5L Tdci Trend,921000,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1268 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/65R15,195/65R15,Electric Power,All Windows,,Remote,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2519 mm,195/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",352 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1690 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16:1,"Rake, Reach",,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,
557.0,Ford,Ecosport,1.5L Tdci Titanium,999900,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1300 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2579 mm,205/60R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1690 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16:1,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,
558.0,Ford,Ecosport,1.5L Tdci Titanium Plus,1090000,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2519 mm,205/50R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
559.0,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,999900,1497 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2519 mm,205/50R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
560.0,Ford,Ecosport,1.5L Tdci Titanium S,1145000,1498 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1242 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2519 mm,205/60R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1660 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,11:1,"Reach, Rake",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,Yes,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,
561.0,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,999900,1497 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2519 mm,205/50R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
562.0,Ford,Ecosport,1.5L Tdci Thunder Edition,1090000,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Diesel,1647 mm,3998 mm,1765 mm,SUV,5.0,,,23 km/litre,,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2519 mm,205/50R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
563.0,Renault,Duster,Rxe Petrol,799990,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5.0,10.2 km/litre,13.87 km/litre,13.87 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",475 litres,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,
564.0,Renault,Duster,Rxs Petrol,919990,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5.0,10 km/litre,13.87 km/litre,13.87 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,,,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,
565.0,Renault,Duster,Rxs (Opt) Cvt,999990,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1695 mm,4315 mm,1822 mm,SUV,5.0,10 km/litre,13.87 km/litre,13.87 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,CVT,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,,,Cup Holders,,Yes,Yes,,,,,,,,,,,,,,,,
566.0,Renault,Duster,85 Ps Rxe Mt Diesel,929990,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5.0,16 km/litre,19.6 km/litre,19.6 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Electric Power,All Windows,,Remote,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,Not on offer,,,,,"With Remote, Internal",475 litres,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,,,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,
567.0,Renault,Duster,85 Ps Rxs Mt Diesel,999990,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5.0,16 km/litre,19.6 km/litre,19.6 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",475 litres,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Yes,,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,
568.0,Renault,Duster,110 Ps Rxs Mt Diesel,1119990,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5.0,16 km/litre,19.6 km/litre,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,,,,,,
569.0,Renault,Duster,110 Ps Rxz Mt Diesel,1209990,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5.0,16 km/litre,19.6 km/litre,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,Yes,,,Cup Holders,,,Yes,,,Yes,,,,,,,,Yes,,,,,
570.0,Renault,Duster,110 Ps Rxz Amt Diesel,1249990,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5.0,16 km/litre,19.6 km/litre,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,Yes,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,Yes,,,,,
571.0,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1249990,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1695 mm,4315 mm,1822 mm,SUV,5.0,16 km/litre,19.6 km/litre,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475 litres,,Yes,Yes,Digital,,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,,,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,,,,,,
